time,type,distance
60.167059,R,54.52
60.179901,U,98.69
60.236227,L,42.41
60.216051,R,54.43
60.229624,U,98.72
60.265038,R,54.43
60.286564,L,70.33
60.279350,U,98.63
60.336020,L,67.82
60.314030,R,54.52
60.329074,U,98.70
60.363019,R,54.43
60.385623,L,70.33
60.412009,R,54.52
60.378804,U,98.69
60.435072,L,67.82
60.461002,R,54.50
60.428454,U,96.08
60.478179,U,96.04
60.484529,L,65.27
60.534056,L,65.28
60.510066,R,56.97
60.527904,U,96.09
60.559056,R,56.97
60.583511,L,62.69
60.577628,U,96.23
60.633042,L,62.71
60.608077,R,57.04
60.627350,U,96.16
60.657067,R,56.94
