time,type,distance
55.483796,L,588
55.537815,R,X
55.576176,U,1881
55.590421,D,778
55.605855,L,579
55.644186,R,1103
55.682518,U,1856
55.696747,D,824
55.712187,L,586
55.750534,R,1094
55.78889,U,1872
55.80311,D,808
55.834482,L,599
55.872884,R,1050
55.911225,U,1851
55.925447,D,822
55.940864,L,601
55.979196,R,983
56.017526,U,1880
56.031764,D,830
56.047207,L,581
56.085555,R,972
56.123901,U,1837
56.138121,D,805
56.153539,L,613
56.191887,R,X
56.230207,U,1818
56.244428,D,847
56.259835,L,615
56.298172,R,X
56.336512,U,1823
56.350721,D,801
56.366129,L,600
56.4045,R,X
56.442838,U,1828
56.457054,D,850
56.472466,L,603
56.51079,R,X
56.549112,U,1818
56.580775,D,812
56.59501,L,615
56.633283,R,X
56.671616,U,1832
56.685839,D,799
56.701259,L,591
56.739605,R,X
56.777928,U,1846
56.792169,D,856
56.80759,L,582
56.857434,R,877
56.895797,U,1847
56.910042,D,822
56.925472,L,599
56.963787,R,X
57.002106,U,1835
57.016324,D,806
57.031739,L,598
57.070104,R,X
57.108455,U,1874
57.12268,D,835
57.138119,L,570
57.176488,R,X
57.214798,U,1903
57.22903,D,845
57.244474,L,556
57.282798,R,X
57.321124,U,1880
57.335352,D,825
57.362647,L,590
57.401013,R,X
57.439316,U,1856
57.453533,D,835
57.468946,L,600
57.507314,R,X
57.545661,U,1849
57.559875,D,818
57.575269,L,598
57.613613,R,X
57.651924,U,1862
57.666138,D,845
57.681556,L,594
57.719905,R,X
57.758218,U,1836
57.77243,D,841
57.787834,L,604
57.826166,R,X
57.864506,U,1831
57.878718,D,825
57.908193,L,592
57.946576,R,X
57.984906,U,1870
57.999122,D,830
58.014527,L,568
58.05289,R,X
58.091213,U,1856
58.105443,D,781
58.120869,L,575
58.184918,R,X
58.223297,U,1846
58.237532,D,825
58.252961,L,576
58.291301,R,X
58.329619,U,1865
58.343832,D,804
58.359235,L,573
58.397564,R,X
58.435874,U,1878
58.450088,D,832
58.46551,L,567
58.503854,R,X
58.542157,U,1899
58.556388,D,824
58.571798,L,588
58.610111,R,X
58.648442,U,1866
58.662662,D,806
58.678063,L,584
58.716382,R,X
58.754702,U,1862
58.768937,D,798
58.784351,L,582
58.822681,R,X
58.860987,U,1848
58.87521,D,850
58.890619,L,590
58.928931,R,X
58.981064,U,1831
58.995319,D,837
59.010724,L,589
59.049101,R,X
59.087442,U,1873
59.101662,D,828
59.117071,L,584
59.155393,R,X
59.193708,U,1874
59.207938,D,796
59.223351,L,580
59.261694,R,X
59.300028,U,1868
59.314242,D,812
59.329649,L,605
59.367983,R,X
59.406305,U,1853
59.420534,D,763
59.43597,L,605
59.488256,R,X
59.526623,U,1874
59.540861,D,821
59.556267,L,592
59.594605,R,X
59.632928,U,1873
59.647175,D,778
