time,r00,r01,r02,r10,r11,r12,r20,r21,r22
5.297498703002929688e+01,6.366224288940429688e-01,7.681388854980468750e-01,-6.837376952171325684e-02,-7.661967277526855469e-01,6.400799751281738281e-01,5.692658573389053345e-02,8.749218285083770752e-02,1.614702306687831879e-02,9.960346221923828125e-01
5.297560501098632812e+01,6.360878348350524902e-01,7.685680389404296875e-01,-6.852331757545471191e-02,-7.666155099868774414e-01,6.395626068115234375e-01,5.709912627935409546e-02,8.770951628684997559e-02,1.621097512543201447e-02,9.960141181945800781e-01
5.297623825073242188e+01,6.355367898941040039e-01,7.690102458000183105e-01,-6.867729872465133667e-02,-7.670469880104064941e-01,6.390294432640075684e-01,5.727706104516983032e-02,8.793344348669052124e-02,1.627703942358493805e-02,9.959935545921325684e-01
5.297697067260742188e+01,6.349016427993774414e-01,7.695186734199523926e-01,-6.885433197021484375e-02,-7.675430178642272949e-01,6.384149193763732910e-01,5.748197436332702637e-02,8.819107711315155029e-02,1.635325886309146881e-02,9.959694147109985352e-01
5.297757339477539062e+01,6.343759298324584961e-01,7.699393033981323242e-01,-6.900065392255783081e-02,-7.679532766342163086e-01,6.379063129425048828e-01,5.765163525938987732e-02,8.840418606996536255e-02,1.641647890210151672e-02,9.959496259689331055e-01
5.297820663452148438e+01,6.338276267051696777e-01,7.703766822814941406e-01,-6.915283203125000000e-02,-7.683799266815185547e-01,6.373758316040039062e-01,5.782835185527801514e-02,8.862596750259399414e-02,1.648243516683578491e-02,9.959284663200378418e-01
5.297883224487304688e+01,6.332812309265136719e-01,7.708125114440917969e-01,-6.930435448884963989e-02,-7.688050270080566406e-01,6.368471980094909668e-01,5.800458788871765137e-02,8.884694427251815796e-02,1.654832065105438232e-02,9.959079027175903320e-01
5.297945404052734375e+01,6.327411532402038574e-01,7.712422013282775879e-01,-6.945376098155975342e-02,-7.692241072654724121e-01,6.363247632980346680e-01,5.817863345146179199e-02,8.906497061252593994e-02,1.661349274218082428e-02,9.958870410919189453e-01
5.298008346557617188e+01,6.321915388107299805e-01,7.716794013977050781e-01,-6.960563361644744873e-02,-7.696504592895507812e-01,6.357930898666381836e-01,5.835583060979843140e-02,8.928675949573516846e-02,1.667995005846023560e-02,9.958664178848266602e-01
5.298070144653320312e+01,6.316537261009216309e-01,7.721065282821655273e-01,-6.975395977497100830e-02,-7.700669765472412109e-01,6.352728605270385742e-01,5.852915719151496887e-02,8.950352668762207031e-02,1.674506440758705139e-02,9.958460330963134766e-01
5.301895523071289062e+01,5.971791744232177734e-01,7.991235852241516113e-01,-6.912358850240707397e-02,-7.963814139366149902e-01,6.009891033172607422e-01,6.773701310157775879e-02,9.567279368638992310e-02,1.459759473800659180e-02,9.953054785728454590e-01
5.305727767944335938e+01,5.596374869346618652e-01,8.265827298164367676e-01,-5.972266197204589844e-02,-8.233384490013122559e-01,5.627585053443908691e-01,7.359738647937774658e-02,9.444376826286315918e-02,7.984109222888946533e-03,9.954981207847595215e-01
5.307158279418945312e+01,5.454365015029907227e-01,8.362956643104553223e-01,-5.575741082429885864e-02,-8.330416083335876465e-01,5.482449531555175781e-01,7.395542412996292114e-02,9.241730719804763794e-02,6.110265851020812988e-03,9.957018494606018066e-01
5.309747314453125000e+01,5.221009254455566406e-01,8.517085313796997070e-01,-4.475329816341400146e-02,-8.486593961715698242e-01,5.240153670310974121e-01,7.200580090284347534e-02,8.477938175201416016e-02,3.859996795654296875e-04,9.963994026184082031e-01
5.313598251342773438e+01,4.879742264747619629e-01,8.721596598625183105e-01,-3.491662442684173584e-02,-8.692436814308166504e-01,4.892012476921081543e-01,7.140012085437774658e-02,7.935354113578796387e-02,-4.490353167057037354e-03,9.968367218971252441e-01
5.317437744140625000e+01,4.577235281467437744e-01,8.886382579803466797e-01,-2.848272025585174561e-02,-8.857617378234863281e-01,4.585448801517486572e-01,7.185263931751251221e-02,7.691160589456558228e-02,-7.659733295440673828e-03,9.970085620880126953e-01
5.318852996826171875e+01,4.462629556655883789e-01,8.945082426071166992e-01,-2.654022350907325745e-02,-8.915964365005493164e-01,4.469657242298126221e-01,7.264591753482818604e-02,7.684494554996490479e-02,-8.756011724472045898e-03,9.970046281814575195e-01
5.320377731323242188e+01,4.341096580028533936e-01,9.004980921745300293e-01,-2.554037980735301971e-02,-8.975002169609069824e-01,4.347630441188812256e-01,7.399207353591918945e-02,7.773371785879135132e-02,-9.198162704706192017e-03,9.969319701194763184e-01
5.324227523803710938e+01,4.059925973415374756e-01,9.136583805084228516e-01,-1.995499618351459503e-02,-9.112370014190673828e-01,4.063818752765655518e-01,6.708793342113494873e-02,6.940481066703796387e-02,-9.053476154804229736e-03,9.975473880767822266e-01
5.328066253662109375e+01,3.787942230701446533e-01,9.253144264221191406e-01,-1.756579428911209106e-02,-9.229923486709594727e-01,3.790985345840454102e-01,6.610408425331115723e-02,6.782621890306472778e-02,-8.826738223433494568e-03,9.976584315299987793e-01
5.329480361938476562e+01,3.684139847755432129e-01,9.294955134391784668e-01,-1.758369989693164825e-02,-9.271071553230285645e-01,3.687371015548706055e-01,6.712128221988677979e-02,6.887269765138626099e-02,-8.426448330283164978e-03,9.975898265838623047e-01
5.331019210815429688e+01,3.572345674037933350e-01,9.338234066963195801e-01,-1.890165172517299652e-02,-9.312388300895690918e-01,3.576589822769165039e-01,6.981663405895233154e-02,7.195675373077392578e-02,-7.338961586356163025e-03,9.973807930946350098e-01
5.331087875366210938e+01,3.567349910736083984e-01,9.340134263038635254e-01,-1.895892247557640076e-02,-9.314199090003967285e-01,3.571640551090240479e-01,6.993630528450012207e-02,7.209287583827972412e-02,-7.289998233318328857e-03,9.973714947700500488e-01
5.331149291992187500e+01,3.562863171100616455e-01,9.341837167739868164e-01,-1.901026442646980286e-02,-9.315823316574096680e-01,3.567195534706115723e-01,7.004375010728836060e-02,7.221505045890808105e-02,-7.245987653732299805e-03,9.973631501197814941e-01
5.331211853027343750e+01,3.558320701122283936e-01,9.343556165695190430e-01,-1.906210742890834808e-02,-9.317461252212524414e-01,3.562695086002349854e-01,7.015239447355270386e-02,7.233852148056030273e-02,-7.201425731182098389e-03,9.973542094230651855e-01
5.335038757324218750e+01,3.311935067176818848e-01,9.433773159980773926e-01,-1.870393566787242889e-02,-9.405992627143859863e-01,3.316582739353179932e-01,7.263253629207611084e-02,7.472320646047592163e-02,-6.462521851062774658e-03,9.971831440925598145e-01
5.338875579833984375e+01,3.071359694004058838e-01,9.514899253845214844e-01,-1.829613372683525085e-02,-9.482759237289428711e-01,3.076066374778747559e-01,7.843054085969924927e-02,8.025386929512023926e-02,-6.739042699337005615e-03,9.967520236968994141e-01
5.341474914550781250e+01,2.918920516967773438e-01,9.562227725982666016e-01,-2.090875059366226196e-02,-9.527382850646972656e-01,2.926138043403625488e-01,8.165229856967926025e-02,8.419597148895263672e-02,-3.913082182407379150e-03,9.964416623115539551e-01
5.342916870117187500e+01,2.839447855949401855e-01,9.585866332054138184e-01,-2.206420153379440308e-02,-9.550500512123107910e-01,2.847914993762969971e-01,8.229847252368927002e-02,8.517392724752426147e-02,-2.295818179845809937e-03,9.963632822036743164e-01
5.346742248535156250e+01,2.673683166503906250e-01,9.633170366287231445e-01,-2.312317304313182831e-02,-9.602197408676147461e-01,2.683618068695068359e-01,7.720229029655456543e-02,8.057564496994018555e-02,1.561891287565231323e-03,9.967474341392517090e-01
5.350581359863281250e+01,2.528707385063171387e-01,9.672465920448303223e-01,-2.214807644486427307e-02,-9.649497866630554199e-01,2.537991404533386230e-01,6.676763296127319336e-02,7.020191848278045654e-02,4.488201811909675598e-03,9.975227117538452148e-01
5.352009201049804688e+01,2.479177713394165039e-01,9.685434103012084961e-01,-2.146073058247566223e-02,-9.665514230728149414e-01,2.487885653972625732e-01,6.231106817722320557e-02,6.569015979766845703e-02,5.294879898428916931e-03,9.978260993957519531e-01
5.353551101684570312e+01,2.422565817832946777e-01,9.699941873550415039e-01,-2.057032287120819092e-02,-9.682660102844238281e-01,2.430585324764251709e-01,5.816963315010070801e-02,6.142399460077285767e-02,5.825569853186607361e-03,9.980948567390441895e-01
5.357390975952148438e+01,2.266029566526412964e-01,9.737758636474609375e-01,-2.028651908040046692e-02,-9.718481302261352539e-01,2.274358719587326050e-01,6.151401251554489136e-02,6.451474130153656006e-02,5.776153877377510071e-03,9.978998899459838867e-01
5.361221313476562500e+01,2.114093303680419922e-01,9.772425293922424316e-01,-1.741807535290718079e-02,-9.750493168830871582e-01,2.121025174856185913e-01,6.551013886928558350e-02,6.771369278430938721e-02,3.134038299322128296e-03,9.977000951766967773e-01
5.362652206420898438e+01,2.059087008237838745e-01,9.784453511238098145e-01,-1.569269038736820221e-02,-9.761736989021301270e-01,2.064996659755706787e-01,6.665372848510742188e-02,6.845757365226745605e-02,1.594204455614089966e-03,9.976526498794555664e-01
5.364192962646484375e+01,1.999089866876602173e-01,9.797179102897644043e-01,-1.376625150442123413e-02,-9.773616194725036621e-01,2.003823667764663696e-01,6.790824234485626221e-02,6.928942352533340454e-02,-1.208484172821044922e-04,9.975969195365905762e-01
5.364264678955078125e+01,1.996291428804397583e-01,9.797762632369995117e-01,-1.367682963609695435e-02,-9.774160385131835938e-01,2.000969946384429932e-01,6.796599179506301880e-02,6.932814419269561768e-02,-2.000331878662109375e-04,9.975941181182861328e-01
5.364324569702148438e+01,1.993961781263351440e-01,9.798247218132019043e-01,-1.360236294567584991e-02,-9.774612784385681152e-01,1.998594254255294800e-01,6.801405549049377441e-02,6.936040520668029785e-02,-2.659484744071960449e-04,9.975919127464294434e-01
5.364385986328125000e+01,1.991568952798843384e-01,9.798744320869445801e-01,-1.352590322494506836e-02,-9.775077700614929199e-01,1.996153891086578369e-01,6.806337833404541016e-02,6.939353048801422119e-02,-3.335997462272644043e-04,9.975896477699279785e-01
5.368208694458007812e+01,1.846097260713577271e-01,9.827650189399719238e-01,-9.607963263988494873e-03,-9.803945422172546387e-01,1.848320960998535156e-01,6.829239428043365479e-02,6.889122724533081055e-02,-3.187838941812515259e-03,9.976192116737365723e-01
5.372045898437500000e+01,1.730568408966064453e-01,9.849117994308471680e-01,-2.379771322011947632e-04,-9.833379983901977539e-01,1.727939546108245850e-01,5.646729469299316406e-02,5.565642565488815308e-02,-9.538041427731513977e-03,9.984043836593627930e-01
5.373461532592773438e+01,1.687347590923309326e-01,9.856570959091186523e-01,2.937311306595802307e-03,-9.843538999557495117e-01,1.683567315340042114e-01,5.199305713176727295e-02,5.075281113386154175e-02,-1.166439242660999298e-02,9.986430406570434570e-01
5.375001525878906250e+01,1.641772836446762085e-01,9.864096045494079590e-01,6.474955007433891296e-03,-9.853199124336242676e-01,1.636774241924285889e-01,4.852128773927688599e-02,4.680205881595611572e-02,-1.434599608182907104e-02,9.988011717796325684e-01
5.378842544555664062e+01,1.531931906938552856e-01,9.881101250648498535e-01,1.305429264903068542e-02,-9.872257113456726074e-01,1.524440199136734009e-01,4.632853716611862183e-02,4.378764703869819641e-02,-1.998474448919296265e-02,9.988411068916320801e-01
5.382680130004882812e+01,1.410827785730361938e-01,9.898028969764709473e-01,1.964909024536609650e-02,-9.889860749244689941e-01,1.400136947631835938e-01,4.798891395330429077e-02,4.474841803312301636e-02,-2.620308287441730499e-02,9.986547231674194336e-01
5.384108352661132812e+01,1.365712285041809082e-01,9.903908371925354004e-01,2.178367413580417633e-02,-9.895927309989929199e-01,1.353889852762222290e-01,4.874690622091293335e-02,4.532922059297561646e-02,-2.821438014507293701e-02,9.985738396644592285e-01
5.385635375976562500e+01,1.318754255771636963e-01,9.909839630126953125e-01,2.365704439580440521e-02,-9.902080297470092773e-01,1.305946111679077148e-01,4.932708293199539185e-02,4.579286277294158936e-02,-2.993042767047882080e-02,9.985024333000183105e-01
5.389477539062500000e+01,1.211369484663009644e-01,9.920579791069030762e-01,3.386813402175903320e-02,-9.916569590568542480e-01,1.194321066141128540e-01,4.850368201732635498e-02,4.407352209091186523e-02,-3.946115076541900635e-02,9.982488751411437988e-01
5.393318176269531250e+01,1.146289035677909851e-01,9.923330545425415039e-01,4.621214419603347778e-02,-9.926109313964843750e-01,1.125491261482238770e-01,4.534907639026641846e-02,3.980024904012680054e-02,-5.106898397207260132e-02,9.979019761085510254e-01
5.394731903076171875e+01,1.113736927509307861e-01,9.925493597984313965e-01,4.941660165786743164e-02,-9.930092692375183105e-01,1.091933548450469971e-01,4.482934996485710144e-02,3.909938037395477295e-02,-5.406394228339195251e-02,9.977719187736511230e-01
5.396257019042968750e+01,1.076607331633567810e-01,9.927484393119812012e-01,5.347636714577674866e-02,-9.934349656105041504e-01,1.053307503461837769e-01,4.463649913668632507e-02,3.868011012673377991e-02,-5.793089047074317932e-02,9.975710511207580566e-01
5.400105667114257812e+01,1.012467071413993835e-01,9.930939078330993652e-01,5.927652120590209961e-02,-9.942044615745544434e-01,9.883510321378707886e-02,4.229981452226638794e-02,3.614908456802368164e-02,-6.321569532155990601e-02,9.973450899124145508e-01
5.403944778442382812e+01,9.488456696271896362e-02,9.932315349578857422e-01,6.699571013450622559e-02,-9.949209690093994141e-01,9.234324842691421509e-02,4.006844758987426758e-02,3.361065313220024109e-02,-7.045729458332061768e-02,9.969487786293029785e-01
5.405360031127929688e+01,9.306295216083526611e-02,9.931749105453491211e-01,7.030742615461349487e-02,-9.951426982879638672e-01,9.050572663545608521e-02,3.872855752706527710e-02,3.210100531578063965e-02,-7.357010990381240845e-02,9.967734217643737793e-01
5.406907653808593750e+01,9.169428795576095581e-02,9.930968284606933594e-01,7.314932346343994141e-02,-9.953325986862182617e-01,8.918551355600357056e-02,3.686254471540451050e-02,3.008421696722507477e-02,-7.618799060583114624e-02,9.966394901275634766e-01
5.410725021362304688e+01,8.656352758407592773e-02,9.931344985961914062e-01,7.868098467588424683e-02,-9.957062005996704102e-01,8.364582061767578125e-02,3.965739905834197998e-02,3.280379623174667358e-02,-8.177602291107177734e-02,9.961107969284057617e-01
5.410798645019531250e+01,8.646517246961593628e-02,9.931347370147705078e-01,7.878550887107849121e-02,-9.957129955291748047e-01,8.353947103023529053e-02,3.970968723297119141e-02,3.285536915063858032e-02,-8.188125491142272949e-02,9.961004257202148438e-01
5.410862731933593750e+01,8.637892454862594604e-02,9.931350350379943848e-01,7.887704670429229736e-02,-9.957190155982971191e-01,8.344619721174240112e-02,3.975546360015869141e-02,3.290054947137832642e-02,-8.197340369224548340e-02,9.960913062095642090e-01
5.410928726196289062e+01,8.629073202610015869e-02,9.931353330612182617e-01,7.897083461284637451e-02,-9.957251548767089844e-01,8.335081487894058228e-02,3.980235010385513306e-02,3.294683992862701416e-02,-8.206780999898910522e-02,9.960821866989135742e-01
5.410988235473632812e+01,8.621072024106979370e-02,9.931355118751525879e-01,7.905577123165130615e-02,-9.957306981086730957e-01,8.326426893472671509e-02,3.984479978680610657e-02,3.298877179622650146e-02,-8.215329051017761230e-02,9.960738420486450195e-01
5.415867996215820312e+01,7.839786261320114136e-02,9.937417507171630859e-01,7.956705987453460693e-02,-9.959368705749511719e-01,7.452319562435150146e-02,5.055499821901321411e-02,4.430902376770973206e-02,-8.320718258619308472e-02,9.955465197563171387e-01
5.418475723266601562e+01,7.183378934860229492e-02,9.942516088485717773e-01,7.939731329679489136e-02,-9.960910081863403320e-01,6.740776449441909790e-02,5.708902329206466675e-02,5.140886828303337097e-02,-8.318784087896347046e-02,9.952072501182556152e-01
5.419894409179687500e+01,6.828896701335906982e-02,9.945242404937744141e-01,7.910811901092529297e-02,-9.962227344512939453e-01,6.371251493692398071e-02,5.900003388524055481e-02,5.363678932189941406e-02,-8.283835649490356445e-02,9.951184988021850586e-01
5.423727798461914062e+01,6.135844811797142029e-02,9.947150945663452148e-01,8.232347667217254639e-02,-9.972829818725585938e-01,5.772965028882026672e-02,4.576069861650466919e-02,4.076635092496871948e-02,-8.490759879350662231e-02,9.955546259880065918e-01
5.427563476562500000e+01,5.004813894629478455e-02,9.951226711273193359e-01,8.500742912292480469e-02,-9.982711076736450195e-01,4.721581935882568359e-02,3.500964492559432983e-02,3.082519769668579102e-02,-8.661261945962905884e-02,9.957651495933532715e-01
5.428992843627929688e+01,4.618251323699951172e-02,9.953820705413818359e-01,8.415278792381286621e-02,-9.985836744308471680e-01,4.377461969852447510e-02,3.023823536932468414e-02,2.641484513878822327e-02,-8.543007820844650269e-02,9.959939718246459961e-01
5.430517959594726562e+01,4.296248778700828552e-02,9.954481124877929688e-01,8.507354557514190674e-02,-9.988836050033569336e-01,4.112382605671882629e-02,2.324920147657394409e-02,1.964483037590980530e-02,-8.597740530967712402e-02,9.961035847663879395e-01
5.430594635009765625e+01,4.280037432909011841e-02,9.954512715339660645e-01,8.511894941329956055e-02,-9.988972544670104980e-01,4.099038615822792053e-02,2.290020883083343506e-02,1.930699124932289124e-02,-8.600520342588424683e-02,9.961078763008117676e-01
5.430660247802734375e+01,4.266180098056793213e-02,9.954537749290466309e-01,8.515764772891998291e-02,-9.989085793495178223e-01,4.087631404399871826e-02,2.260227128863334656e-02,1.901859417557716370e-02,-8.602894842624664307e-02,9.961112737655639648e-01
5.430725860595703125e+01,4.252312704920768738e-02,9.954564571380615234e-01,8.519635349512100220e-02,-9.989199638366699219e-01,4.076218977570533752e-02,2.230397611856460571e-02,1.872985064983367920e-02,-8.605276793241500854e-02,9.961146712303161621e-01
5.435607910156250000e+01,3.166008368134498596e-02,9.959164261817932129e-01,8.454464375972747803e-02,-9.994960427284240723e-01,3.135538846254348755e-02,4.929691553115844727e-03,2.258624881505966187e-03,-8.465812355279922485e-02,9.964073300361633301e-01
5.439458847045898438e+01,2.313066646456718445e-02,9.961771965026855469e-01,8.423930406570434570e-02,-9.996662139892578125e-01,2.401771768927574158e-02,-9.531844407320022583e-03,-1.151862367987632751e-02,-8.399070799350738525e-02,9.964002370834350586e-01
5.440874481201171875e+01,2.154626324772834778e-02,9.961035251617431641e-01,8.552101999521255493e-02,-9.996129274368286133e-01,2.297070994973182678e-02,-1.570703461766242981e-02,-1.761029660701751709e-02,-8.514948189258575439e-02,9.962128400802612305e-01
5.442422485351562500e+01,2.182644605636596680e-02,9.960608482360839844e-01,8.594461530447006226e-02,-9.994554519653320312e-01,2.386706694960594177e-02,-2.278782054781913757e-02,-2.474929578602313995e-02,-8.540043234825134277e-02,9.960394501686096191e-01
5.446261978149414062e+01,2.614223212003707886e-02,9.960711598396301270e-01,8.461162447929382324e-02,-9.992751479148864746e-01,2.838172577321529388e-02,-2.537400275468826294e-02,-2.767572365701198578e-02,-8.388695865869522095e-02,9.960911273956298828e-01
5.450090026855468750e+01,3.254419192671775818e-02,9.965682029724121094e-01,7.611134648323059082e-02,-9.992880821228027344e-01,3.389818221330642700e-02,-1.656557619571685791e-02,-1.908875256776809692e-02,-7.551804184913635254e-02,9.969619512557983398e-01
5.451520919799804688e+01,3.711369261145591736e-02,9.966097474098205566e-01,7.342760264873504639e-02,-9.991628527641296387e-01,3.827340900897979736e-02,-1.445003785192966461e-02,-1.721137389540672302e-02,-7.282983511686325073e-02,9.971958398818969727e-01
5.453061294555664062e+01,4.259606823325157166e-02,9.965490102767944336e-01,7.124236226081848145e-02,-9.989893436431884766e-01,4.350694641470909119e-02,-1.128238812088966370e-02,-1.434299908578395844e-02,-7.068978250026702881e-02,9.973950386047363281e-01
5.456901550292968750e+01,4.812045022845268250e-02,9.968298077583312988e-01,6.336328387260437012e-02,-9.986739754676818848e-01,4.685333371162414551e-02,2.133479155600070953e-02,1.829837635159492493e-02,-6.430589407682418823e-02,9.977625012397766113e-01
5.460730743408203125e+01,5.675087124109268188e-02,9.961878657341003418e-01,6.625219434499740601e-02,-9.977189898490905762e-01,5.415805801749229431e-02,4.029791802167892456e-02,3.655621409416198730e-02,-6.838800013065338135e-02,9.969891309738159180e-01
5.462164688110351562e+01,5.996763333678245544e-02,9.959236979484558105e-01,6.737796962261199951e-02,-9.973786473274230957e-01,5.704347044229507446e-02,4.451741278171539307e-02,4.049247130751609802e-02,-6.987095624208450317e-02,9.967337250709533691e-01
5.463690185546875000e+01,6.209492310881614685e-02,9.957248568534851074e-01,6.838178634643554688e-02,-9.972863793373107910e-01,5.918570980429649353e-02,4.377981275320053101e-02,3.954542055726051331e-02,-7.091473788022994995e-02,9.966979622840881348e-01
5.463765335083007812e+01,6.219985708594322205e-02,9.957151412963867188e-01,6.843084096908569336e-02,-9.972819089889526367e-01,5.929141864180564880e-02,4.374389350414276123e-02,3.949909657239913940e-02,-7.096569240093231201e-02,9.966965913772583008e-01
5.463828277587890625e+01,6.228742375969886780e-02,9.957067966461181641e-01,6.847184151411056519e-02,-9.972779750823974609e-01,5.937963351607322693e-02,4.371387138962745667e-02,3.946036845445632935e-02,-7.100827246904373169e-02,9.966951012611389160e-01
5.463893127441406250e+01,6.237786635756492615e-02,9.956982135772705078e-01,6.851419806480407715e-02,-9.972739219665527344e-01,5.947075039148330688e-02,4.368285462260246277e-02,3.942035138607025146e-02,-7.105226069688796997e-02,9.966934919357299805e-01
5.467723846435546875e+01,6.516324728727340698e-02,9.950652122497558594e-01,7.482636719942092896e-02,-9.976279735565185547e-01,6.329667568206787109e-02,2.705417200922966003e-02,2.218440361320972443e-02,-7.641181349754333496e-02,9.968295097351074219e-01
5.471560287475585938e+01,6.532301753759384155e-02,9.946027994155883789e-01,8.061194419860839844e-02,-9.978611469268798828e-01,6.490829586982727051e-02,7.757309824228286743e-03,2.483069896697998047e-03,-8.094625174999237061e-02,9.967155456542968750e-01
5.472988891601562500e+01,6.525380164384841919e-02,9.944211840629577637e-01,8.287526667118072510e-02,-9.978597760200500488e-01,6.537878513336181641e-02,1.207761466503143311e-03,-4.217263311147689819e-03,-8.277670294046401978e-02,9.965591430664062500e-01
5.474513626098632812e+01,6.464793533086776733e-02,9.942029714584350586e-01,8.591473102569580078e-02,-9.978592395782470703e-01,6.525788456201553345e-02,-4.307072609663009644e-03,-9.888712316751480103e-03,-8.545234799385070801e-02,9.962933659553527832e-01
5.478357315063476562e+01,6.398602575063705444e-02,9.936994910240173340e-01,9.201782941818237305e-02,-9.978315234184265137e-01,6.513195484876632690e-02,-9.501580148935317993e-03,-1.543499901890754700e-02,-9.121030569076538086e-02,9.957122802734375000e-01
5.482196807861328125e+01,6.572256982326507568e-02,9.932167530059814453e-01,9.592255949974060059e-02,-9.977446794509887695e-01,6.672654300928115845e-02,-7.293153554201126099e-03,-1.364425197243690491e-02,-9.522689878940582275e-02,9.953622221946716309e-01
5.483612060546875000e+01,6.665864586830139160e-02,9.930532574653625488e-01,9.696546196937561035e-02,-9.977013468742370605e-01,6.752766668796539307e-02,-5.704678595066070557e-03,-1.221287995576858521e-02,-9.636228531599044800e-02,9.952718019485473633e-01
5.485135650634765625e+01,6.720026582479476929e-02,9.929529428482055664e-01,9.761557728052139282e-02,-9.977071285247802734e-01,6.766492873430252075e-02,-1.453738659620285034e-03,-8.048631250858306885e-03,-9.729406237602233887e-02,9.952233433723449707e-01
5.490021133422851562e+01,6.722418218851089478e-02,9.923247694969177246e-01,1.037904024124145508e-01,-9.977310299873352051e-01,6.647163629531860352e-02,1.069655641913414001e-02,3.715340048074722290e-03,-1.042739748954772949e-01,9.945416450500488281e-01
5.493868255615234375e+01,6.428863108158111572e-02,9.914231896400451660e-01,1.137855723500251770e-01,-9.978891015052795410e-01,6.281637400388717651e-02,1.648110523819923401e-02,9.192161262035369873e-03,-1.146049201488494873e-01,9.933688044548034668e-01
5.495283508300781250e+01,6.273990124464035034e-02,9.913145303726196289e-01,1.155814528465270996e-01,-9.979828596115112305e-01,6.119114160537719727e-02,1.690304651856422424e-02,9.683664888143539429e-03,-1.164088249206542969e-01,9.931540489196777344e-01
5.496830749511718750e+01,6.123092398047447205e-02,9.910541772842407227e-01,1.185861974954605103e-01,-9.980857372283935547e-01,5.975849926471710205e-02,1.593614742159843445e-02,8.707061409950256348e-03,-1.193349659442901611e-01,9.928160905838012695e-01
5.500666046142578125e+01,5.879500135779380798e-02,9.907603859901428223e-01,1.222175061702728271e-01,-9.982016682624816895e-01,5.978238955140113831e-02,-4.424523562192916870e-03,-1.169010624289512634e-02,-1.217375695705413818e-01,9.924935102462768555e-01
5.504499816894531250e+01,5.517378449440002441e-02,9.894336462020874023e-01,1.340779960155487061e-01,-9.975464344024658203e-01,6.041841581463813782e-02,-3.536450117826461792e-02,-4.309160262346267700e-02,-1.317978203296661377e-01,9.903396368026733398e-01
5.505932235717773438e+01,5.527505278587341309e-02,9.888078570365905762e-01,1.385789364576339722e-01,-9.969952702522277832e-01,6.220316886901855469e-02,-4.616874083876609802e-02,-5.427202209830284119e-02,-1.356105506420135498e-01,9.892750382423400879e-01
5.507475280761718750e+01,5.594198405742645264e-02,9.883438348770141602e-01,1.415872126817703247e-01,-9.962997436523437500e-01,6.452552974224090576e-02,-5.677369236946105957e-02,-6.524790823459625244e-02,-1.378872692584991455e-01,9.882964491844177246e-01
5.511315536499023438e+01,6.194085627794265747e-02,9.879917502403259277e-01,1.415473073720932007e-01,-9.956381916999816895e-01,7.107861340045928955e-02,-6.043494120240211487e-02,-6.977021694183349609e-02,-1.371865123510360718e-01,9.880849123001098633e-01
5.515129089355468750e+01,7.582200318574905396e-02,9.879448413848876953e-01,1.349662244319915771e-01,-9.959183931350708008e-01,8.168032765388488770e-02,-3.840321674942970276e-02,-4.896435514092445374e-02,-1.315035372972488403e-01,9.901056289672851562e-01
5.516564941406250000e+01,8.068521320819854736e-02,9.880246520042419434e-01,1.315193027257919312e-01,-9.959430098533630371e-01,8.519057184457778931e-02,-2.898824587464332581e-02,-3.984528407454490662e-02,-1.286468058824539185e-01,9.908899068832397461e-01
5.518096542358398438e+01,8.615810424089431763e-02,9.879453778266906738e-01,1.286117732524871826e-01,-9.959010481834411621e-01,8.897244185209274292e-02,-1.628910377621650696e-02,-2.753563225269317627e-02,-1.266811490058898926e-01,9.915614724159240723e-01
5.521945190429687500e+01,9.397694468498229980e-02,9.882367849349975586e-01,1.206496804952621460e-01,-9.955582618713378906e-01,9.259426593780517578e-02,1.702833920717239380e-02,5.656555294990539551e-03,-1.217140629887580872e-01,9.925490021705627441e-01
5.525786972045898438e+01,9.754125773906707764e-02,9.885999560356140137e-01,1.146987825632095337e-01,-9.950211644172668457e-01,9.450151026248931885e-02,3.166057541966438293e-02,2.046044170856475830e-02,-1.172159314155578613e-01,9.928957223892211914e-01
5.528368377685546875e+01,9.891764819622039795e-02,9.885505437850952148e-01,1.139446049928665161e-01,-9.948480129241943359e-01,9.568754583597183228e-02,3.349041938781738281e-02,2.220389246940612793e-02,-1.166703402996063232e-01,9.929226636886596680e-01
5.529808425903320312e+01,9.848076105117797852e-02,9.885750412940979004e-01,1.141095310449600220e-01,-9.949594140052795410e-01,9.563538432121276855e-02,3.016055747866630554e-02,1.890306547284126282e-02,-1.165045797824859619e-01,9.930102825164794922e-01
5.533641815185546875e+01,9.673219174146652222e-02,9.887238144874572754e-01,1.143165677785873413e-01,-9.953052401542663574e-01,9.646625071763992310e-02,7.869139313697814941e-03,-3.247275948524475098e-03,-1.145410686731338501e-01,9.934133887290954590e-01
5.537482070922851562e+01,8.944792300462722778e-02,9.885550141334533691e-01,1.214827001094818115e-01,-9.957428574562072754e-01,9.148322790861129761e-02,-1.126969978213310242e-02,-2.225434780120849609e-02,-1.199574768543243408e-01,9.925295710563659668e-01
5.538912963867187500e+01,8.791749179363250732e-02,9.887977242469787598e-01,1.206211745738983154e-01,-9.957013726234436035e-01,9.077537804841995239e-02,-1.839574798941612244e-02,-2.913911268115043640e-02,-1.184853762388229370e-01,9.925280809402465820e-01
