time,height
85.459729,1765.636785
85.498031,1760.063323
85.536330,1754.490298
85.565931,1751.311145
85.604216,1748.873260
85.642520,1746.434165
85.672085,1745.177455
85.710382,1744.480339
85.748674,1743.783314
85.778239,1741.360107
85.816497,1735.430568
85.867020,1727.600098
85.896625,1725.957417
85.934900,1728.220359
85.973228,1730.486434
86.002832,1731.644360
86.041102,1732.261902
86.092841,1733.096785
86.122549,1734.167970
86.160843,1736.431929
86.199173,1738.698015
86.228737,1737.314495
86.267022,1730.869217
86.305313,1724.422929
86.334883,1722.139023
86.373151,1723.184024
86.411447,1724.229789
86.441006,1722.594237
86.479281,1716.848643
86.517612,1711.094643
86.547177,1712.606689
86.585441,1723.401799
86.623740,1734.206782
86.653333,1736.079695
86.691620,1728.897433
86.757454,1716.547626
86.787193,1718.145112
86.825465,1730.911096
86.863792,1743.695426
86.893361,1744.754893
86.931628,1733.029136
86.969944,1721.288365
86.999527,1719.146815
87.037809,1726.631734
87.076128,1734.123887
87.105732,1738.972932
87.144021,1743.849526
87.182311,1748.726248
87.211912,1748.796724
87.250196,1743.395862
87.288481,1737.994859
87.318032,1735.179497
87.356275,1733.542644
87.408695,1731.298997
87.438380,1730.575284
87.476668,1730.459132
87.514974,1730.342925
87.544535,1732.006478
87.582814,1736.766608
87.621118,1741.529846
87.650702,1741.240349
87.688993,1734.969303
87.727281,1728.698748
87.756872,1725.733079
87.795167,1724.688234
87.833473,1723.643089
87.863034,1724.956752
87.901842,1729.877203
87.940126,1734.731217
87.969693,1734.917004
88.007963,1729.861804
88.086280,1719.516675
88.115946,1716.288697
88.154220,1713.153743
88.192509,1710.017559
88.222068,1709.724188
88.260356,1712.511269
88.298650,1715.298786
88.328244,1718.518394
88.366506,1724.261983
88.404833,1730.015328
88.434404,1729.383128
88.479393,1719.562119
88.517673,1711.205672
88.547231,1712.555782
88.585501,1725.902396
88.623836,1739.271678
88.653396,1745.763282
88.691672,1748.488527
88.745832,1752.344709
88.775514,1751.805815
88.813816,1747.160362
88.852114,1742.515393
88.881673,1741.975112
88.919960,1745.809695
88.958240,1749.643576
88.987787,1750.789221
89.026032,1749.581395
89.080465,1747.862332
89.110137,1744.353316
89.148422,1735.991345
89.186697,1727.631558
89.216274,1727.310159
89.254535,1736.016263
89.292842,1744.732835
89.322408,1745.726455
89.360664,1738.506987
89.410430,1729.115413
89.440118,1725.107461
89.478403,1722.320231
89.516701,1719.532055
89.546250,1725.015874
89.584515,1743.474658
89.622834,1761.959491
89.652376,1765.006873
89.690641,1752.294181
89.728948,1739.567536
89.758525,1732.173040
89.799191,1725.838090
89.837492,1719.871560
89.867037,1722.056528
89.905285,1734.934986
89.943612,1747.840043
89.973159,1748.468395
90.011415,1735.440436
90.049701,1722.402262
90.076849,1713.157097
90.129376,1714.925546
90.167674,1716.687589
90.197265,1718.806445
90.235529,1722.673294
90.273840,1726.544893
90.301305,1729.320426
90.353824,1744.700196
90.392119,1756.156982
90.421678,1759.129308
90.459972,1754.249503
